label	lastfm_URI	DBpedia16_URI
Tiago Iorc	http://www.last.fm/music/Tiago+Iorc	http://dbpedia.org/resource/Tiago_Iorc
Roberta Sá	http://www.last.fm/music/Roberta+S%C3%A1	
John Legend	http://www.last.fm/music/John+Legend	http://dbpedia.org/resource/John_Legend
Teairra Mari	http://www.last.fm/music/Teairra+Mari	
Vanessa da Mata	http://www.last.fm/music/Vanessa+da+Mata	http://dbpedia.org/resource/Vanessa_da_Mata
Tiga	http://www.last.fm/music/Tiga	http://dbpedia.org/resource/Tiga_(musician)
Vitalic	http://www.last.fm/music/Vitalic	http://dbpedia.org/resource/Vitalic
Brazilian Girls	http://www.last.fm/music/Brazilian+Girls	http://dbpedia.org/resource/Brazilian_Girls
Fischerspooner	http://www.last.fm/music/Fischerspooner	http://dbpedia.org/resource/Fischerspooner
Trentemøller	http://www.last.fm/music/Trentem%C3%B8ller	
Ash	http://www.last.fm/music/Ash	http://dbpedia.org/resource/Ash_(band)
Fireflight	http://www.last.fm/music/Fireflight	http://dbpedia.org/resource/Fireflight
Jeremy Camp	http://www.last.fm/music/Jeremy+Camp	http://dbpedia.org/resource/Jeremy_Camp
Quietdrive	http://www.last.fm/music/Quietdrive	http://dbpedia.org/resource/Quietdrive
Acceptance	http://www.last.fm/music/Acceptance	http://dbpedia.org/resource/Acceptance_(band)
Aura Dione	http://www.last.fm/music/Aura+Dione	http://dbpedia.org/resource/Aura_Dione
Krystal Meyers	http://www.last.fm/music/Krystal+Meyers	http://dbpedia.org/resource/Krystal_Meyers
Adept	http://www.last.fm/music/Adept	http://dbpedia.org/resource/Adept_(band)
Aesop Rock	http://www.last.fm/music/Aesop+Rock	http://dbpedia.org/resource/Aesop_Rock
Emerson, Lake & Palmer	http://www.last.fm/music/Emerson%252C%2BLake%2B%2526%2BPalmer	http://dbpedia.org/resource/Emerson,_Lake_&_Palmer
Atheist	http://www.last.fm/music/Atheist	http://dbpedia.org/resource/Atheist_(band)
Gentle Giant	http://www.last.fm/music/Gentle+Giant	http://dbpedia.org/resource/Gentle_Giant
Cachorro Grande	http://www.last.fm/music/Cachorro+Grande	http://dbpedia.org/resource/Cachorro_Grande
Planet Hemp	http://www.last.fm/music/Planet+Hemp	http://dbpedia.org/resource/Planet_Hemp
Ida Maria	http://www.last.fm/music/Ida+Maria	http://dbpedia.org/resource/Ida_Maria
New York Dolls	http://www.last.fm/music/New+York+Dolls	http://dbpedia.org/resource/New_York_Dolls
The Pipettes	http://www.last.fm/music/The+Pipettes	http://dbpedia.org/resource/The_Pipettes
Cody Simpson	http://www.last.fm/music/Cody+Simpson	http://dbpedia.org/resource/Cody_Simpson
Natalia Kills	http://www.last.fm/music/Natalia+Kills	http://dbpedia.org/resource/Natalia_Kills
La Oreja de Van Gogh	http://www.last.fm/music/La+Oreja+de+Van+Gogh	http://dbpedia.org/resource/La_Oreja_de_Van_Gogh
Nando Reis	http://www.last.fm/music/Nando+Reis	http://dbpedia.org/resource/Nando_Reis
Fernanda Takai	http://www.last.fm/music/Fernanda+Takai	http://dbpedia.org/resource/Fernanda_Takai
Lagwagon	http://www.last.fm/music/Lagwagon	http://dbpedia.org/resource/Lagwagon
NOFX	http://www.last.fm/music/NOFX	http://dbpedia.org/resource/NOFX
No Use for a Name	http://www.last.fm/music/No+Use+for+a+Name	http://dbpedia.org/resource/No_Use_for_a_Name
Cueio Limão	http://www.last.fm/music/Cueio+Lim%C3%A3o	
Forfun	http://www.last.fm/music/Forfun	
Display	http://www.last.fm/music/Display	http://dbpedia.org/resource/The_Display_Team
Less Than Jake	http://www.last.fm/music/Less+Than+Jake	http://dbpedia.org/resource/Less_Than_Jake
Carbona	http://www.last.fm/music/Carbona	
The Starting Line	http://www.last.fm/music/The+Starting+Line	http://dbpedia.org/resource/The_Starting_Line
Strike	http://www.last.fm/music/Strike	http://dbpedia.org/resource/Strike_(band)
Red Snapper	http://www.last.fm/music/Red+Snapper	
ISAN	http://www.last.fm/music/ISAN	
Project Pitchfork	http://www.last.fm/music/Project+Pitchfork	http://dbpedia.org/resource/Project_Pitchfork
Deine Lakaien	http://www.last.fm/music/Deine+Lakaien	http://dbpedia.org/resource/Deine_Lakaien
Leæther Strip	http://www.last.fm/music/Le%C3%A6ther+Strip	
In Strict Confidence	http://www.last.fm/music/In+Strict+Confidence	http://dbpedia.org/resource/In_Strict_Confidence
Selena Gomez & Demi Lovato	http://www.last.fm/music/Selena%2BGomez%2B%2526%2BDemi%2BLovato	http://dbpedia.org/resource/Selena_Gomez_&_the_Scene
Sandra	http://www.last.fm/music/Sandra	http://dbpedia.org/resource/Sandra_(singer)
TLC	http://www.last.fm/music/TLC	http://dbpedia.org/resource/TLC_(group)
Гражданская Оборона	http://www.last.fm/music/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F+%D0%9E%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B0	
П.Т.В.П.	http://www.last.fm/music/%D0%9F.%D0%A2.%D0%92.%D0%9F.	
E Nomine	http://www.last.fm/music/E+Nomine	http://dbpedia.org/resource/E_Nomine
Klaus Badelt	http://www.last.fm/music/Klaus+Badelt	http://dbpedia.org/resource/Klaus_Badelt
Nicholas Hooper	http://www.last.fm/music/Nicholas+Hooper	http://dbpedia.org/resource/Nicholas_Hooper
James Horner	http://www.last.fm/music/James+Horner	http://dbpedia.org/resource/James_Horner
久石譲	http://www.last.fm/music/%E4%B9%85%E7%9F%B3%E8%AD%B2	
Alexandre Desplat	http://www.last.fm/music/Alexandre+Desplat	http://dbpedia.org/resource/Alexandre_Desplat
Patrick Doyle	http://www.last.fm/music/Patrick+Doyle	http://dbpedia.org/resource/Patrick_Doyle
Eric Serra	http://www.last.fm/music/Eric+Serra	
Dr. Acula	http://www.last.fm/music/Dr.+Acula	http://dbpedia.org/resource/Dr._Acula_(band)
Across the Universe	http://www.last.fm/music/Across+the+Universe	
Misery Signals	http://www.last.fm/music/Misery+Signals	http://dbpedia.org/resource/Misery_Signals
Drudkh	http://www.last.fm/music/Drudkh	http://dbpedia.org/resource/Drudkh
Kalmah	http://www.last.fm/music/Kalmah	http://dbpedia.org/resource/Kalmah
Olivia	http://www.last.fm/music/Olivia	http://dbpedia.org/resource/Olivia_(singer)
Chris Spheeris	http://www.last.fm/music/Chris+Spheeris	
Team Sleep	http://www.last.fm/music/Team+Sleep	http://dbpedia.org/resource/Team_Sleep
Destroy Rebuild Until God Shows	http://www.last.fm/music/Destroy+Rebuild+Until+God+Shows	http://dbpedia.org/resource/Destroy_Rebuild_Until_God_Shows
Take That	http://www.last.fm/music/Take+That	http://dbpedia.org/resource/Take_That
One Night Only	http://www.last.fm/music/One+Night+Only	http://dbpedia.org/resource/One_Night_Only_(band)
Queen + Paul Rodgers	http://www.last.fm/music/Queen%2B%252B%2BPaul%2BRodgers	http://dbpedia.org/resource/Queen_+_Paul_Rodgers
Le Tigre	http://www.last.fm/music/Le+Tigre	http://dbpedia.org/resource/Le_Tigre
The Pigeon Detectives	http://www.last.fm/music/The+Pigeon+Detectives	http://dbpedia.org/resource/The_Pigeon_Detectives
Britt Nicole	http://www.last.fm/music/Britt+Nicole	http://dbpedia.org/resource/Britt_Nicole
Raven-Symoné	http://www.last.fm/music/Raven-Symon%C3%A9	
Eldo	http://www.last.fm/music/Eldo	
Basement Jaxx	http://www.last.fm/music/Basement+Jaxx	http://dbpedia.org/resource/Basement_Jaxx
The Streets	http://www.last.fm/music/The+Streets	http://dbpedia.org/resource/The_Streets
Noisia	http://www.last.fm/music/Noisia	http://dbpedia.org/resource/Noisia
Aiden	http://www.last.fm/music/Aiden	http://dbpedia.org/resource/Aiden
I Set My Friends On Fire	http://www.last.fm/music/I+Set+My+Friends+On+Fire	http://dbpedia.org/resource/I_Set_My_Friends_on_Fire
Chase & Status	http://www.last.fm/music/Chase%2B%2526%2BStatus	http://dbpedia.org/resource/Chase_&_Status
Paul Oakenfold	http://www.last.fm/music/Paul+Oakenfold	http://dbpedia.org/resource/Paul_Oakenfold
Juno Reactor	http://www.last.fm/music/Juno+Reactor	http://dbpedia.org/resource/Juno_Reactor
Rob Dougan	http://www.last.fm/music/Rob+Dougan	http://dbpedia.org/resource/Rob_Dougan
X JAPAN	http://www.last.fm/music/X+JAPAN	http://dbpedia.org/resource/X_Japan
Emilie Autumn	http://www.last.fm/music/Emilie+Autumn	http://dbpedia.org/resource/Emilie_Autumn
アンティック-珈琲店-	http://www.last.fm/music/%E3%82%A2%E3%83%B3%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF-%E7%8F%88%E7%90%B2%E5%BA%97-	
大塚愛	http://www.last.fm/music/%E5%A4%A7%E5%A1%9A%E6%84%9B	
Train	http://www.last.fm/music/Train	http://dbpedia.org/resource/Train_(band)
Shadows Fall	http://www.last.fm/music/Shadows+Fall	http://dbpedia.org/resource/Shadows_Fall
Cavalera Conspiracy	http://www.last.fm/music/Cavalera+Conspiracy	http://dbpedia.org/resource/Cavalera_Conspiracy
Marcelo D2	http://www.last.fm/music/Marcelo+D2	http://dbpedia.org/resource/Marcelo_D2
Chelsea Grin	http://www.last.fm/music/Chelsea+Grin	http://dbpedia.org/resource/Chelsea_Grin
Panda	http://www.last.fm/music/Panda	http://dbpedia.org/resource/Panda_(musician)
Sleigh Bells	http://www.last.fm/music/Sleigh+Bells	http://dbpedia.org/resource/Sleigh_Bells_(band)
Uffie	http://www.last.fm/music/Uffie	http://dbpedia.org/resource/Uffie
Janelle Monáe	http://www.last.fm/music/Janelle+Mon%C3%A1e	
Auf der Maur	http://www.last.fm/music/Auf+der+Maur	http://dbpedia.org/resource/Melissa_Auf_der_Maur
Miami Horror	http://www.last.fm/music/Miami+Horror	http://dbpedia.org/resource/Miami_Horror
Accept	http://www.last.fm/music/Accept	http://dbpedia.org/resource/Accept
White Lion	http://www.last.fm/music/White+Lion	http://dbpedia.org/resource/White_Lion
Bob Seger	http://www.last.fm/music/Bob+Seger	http://dbpedia.org/resource/Bob_Seger
Grand Funk Railroad	http://www.last.fm/music/Grand+Funk+Railroad	http://dbpedia.org/resource/Grand_Funk_Railroad
Roger Waters	http://www.last.fm/music/Roger+Waters	http://dbpedia.org/resource/Roger_Waters
Lovage	http://www.last.fm/music/Lovage	http://dbpedia.org/resource/Lovage_(band)
8mm	http://www.last.fm/music/8mm	http://dbpedia.org/resource/8mm_(band)
Bent	http://www.last.fm/music/Bent	http://dbpedia.org/resource/Bent_(band)
InMe	http://www.last.fm/music/InMe	http://dbpedia.org/resource/InMe
Refused	http://www.last.fm/music/Refused	http://dbpedia.org/resource/Refused
Skunk Anansie	http://www.last.fm/music/Skunk+Anansie	http://dbpedia.org/resource/Skunk_Anansie
Alien Ant Farm	http://www.last.fm/music/Alien+Ant+Farm	http://dbpedia.org/resource/Alien_Ant_Farm
Fuel	http://www.last.fm/music/Fuel	http://dbpedia.org/resource/Fuel_(band)
O Rappa	http://www.last.fm/music/O+Rappa	http://dbpedia.org/resource/O_Rappa
Andrés Calamaro	http://www.last.fm/music/Andr%C3%A9s+Calamaro	
Enrique Bunbury	http://www.last.fm/music/Enrique+Bunbury	http://dbpedia.org/resource/Enrique_Bunbury
Gustavo Cerati	http://www.last.fm/music/Gustavo+Cerati	http://dbpedia.org/resource/Gustavo_Cerati
Fito Páez	http://www.last.fm/music/Fito+P%C3%A1ez	
Calle 13	http://www.last.fm/music/Calle+13	http://dbpedia.org/resource/Calle_13_(band)
Alejandro Sanz	http://www.last.fm/music/Alejandro+Sanz	http://dbpedia.org/resource/Alejandro_Sanz
Falco	http://www.last.fm/music/Falco	http://dbpedia.org/resource/Falco_(musician)
Jan Hammer	http://www.last.fm/music/Jan+Hammer	http://dbpedia.org/resource/Jan_Hammer
Nancy Sinatra	http://www.last.fm/music/Nancy+Sinatra	http://dbpedia.org/resource/Nancy_Sinatra
Adam Ant	http://www.last.fm/music/Adam+Ant	http://dbpedia.org/resource/Adam_Ant
Adam and the Ants	http://www.last.fm/music/Adam+and+the+Ants	http://dbpedia.org/resource/Adam_and_the_Ants
Kellie Pickler	http://www.last.fm/music/Kellie+Pickler	http://dbpedia.org/resource/Kellie_Pickler
Miranda Lambert	http://www.last.fm/music/Miranda+Lambert	http://dbpedia.org/resource/Miranda_Lambert
Van der Graaf Generator	http://www.last.fm/music/Van+der+Graaf+Generator	http://dbpedia.org/resource/Van_der_Graaf_Generator
Swans	http://www.last.fm/music/Swans	http://dbpedia.org/resource/Swans_(band)
Dropkick Murphys	http://www.last.fm/music/Dropkick+Murphys	http://dbpedia.org/resource/Dropkick_Murphys
Dot Dot Curve :)	http://www.last.fm/music/Dot+Dot+Curve+%3A%29	
Zebrahead	http://www.last.fm/music/Zebrahead	http://dbpedia.org/resource/Zebrahead
Amber Pacific	http://www.last.fm/music/Amber+Pacific	http://dbpedia.org/resource/Amber_Pacific
Ott	http://www.last.fm/music/Ott	http://dbpedia.org/resource/Ott_(record_producer)
Younger Brother	http://www.last.fm/music/Younger+Brother	http://dbpedia.org/resource/Younger_Brother
Buju Banton	http://www.last.fm/music/Buju+Banton	http://dbpedia.org/resource/Buju_Banton
Vibrasphere	http://www.last.fm/music/Vibrasphere	http://dbpedia.org/resource/Vibrasphere
Bluetech	http://www.last.fm/music/Bluetech	http://dbpedia.org/resource/Bluetech
Diamond Head	http://www.last.fm/music/Diamond+Head	http://dbpedia.org/resource/Diamond_Head_(band)
Eddie Cochran	http://www.last.fm/music/Eddie+Cochran	http://dbpedia.org/resource/Eddie_Cochran
The Go! Team	http://www.last.fm/music/The+Go%21+Team	http://dbpedia.org/resource/The_Go!_Team_(UK_band)
Camera Obscura	http://www.last.fm/music/Camera+Obscura	http://dbpedia.org/resource/Camera_Obscura_(band)
Os Mutantes	http://www.last.fm/music/Os+Mutantes	http://dbpedia.org/resource/Os_Mutantes
Nico	http://www.last.fm/music/Nico	http://dbpedia.org/resource/Nico
Rasputina	http://www.last.fm/music/Rasputina	http://dbpedia.org/resource/Rasputina_(band)
...And You Will Know Us by the Trail of Dead	http://www.last.fm/music/...And+You+Will+Know+Us+by+the+Trail+of+Dead	http://dbpedia.org/resource/...And_You_Will_Know_Us_by_the_Trail_of_Dead
Diante do Trono	http://www.last.fm/music/Diante+do+Trono	http://dbpedia.org/resource/Diante_do_Trono
André Valadão	http://www.last.fm/music/Andr%C3%A9+Valad%C3%A3o	
Jack Peñate	http://www.last.fm/music/Jack+Pe%C3%B1ate	
Good Shoes	http://www.last.fm/music/Good+Shoes	http://dbpedia.org/resource/Good_Shoes
The Zombies	http://www.last.fm/music/The+Zombies	http://dbpedia.org/resource/The_Zombies
The Hush Sound	http://www.last.fm/music/The+Hush+Sound	http://dbpedia.org/resource/The_Hush_Sound
Hot Hot Heat	http://www.last.fm/music/Hot+Hot+Heat	http://dbpedia.org/resource/Hot_Hot_Heat
Lenine	http://www.last.fm/music/Lenine	http://dbpedia.org/resource/Lenine_(musician)
Andy McKee	http://www.last.fm/music/Andy+McKee	http://dbpedia.org/resource/Andy_McKee
Ben Harper	http://www.last.fm/music/Ben+Harper	http://dbpedia.org/resource/Ben_Harper
Chicago	http://www.last.fm/music/Chicago	http://dbpedia.org/resource/Chicago_(band)
Pouca Vogal	http://www.last.fm/music/Pouca+Vogal	http://dbpedia.org/resource/Pouca_Vogal
Delain	http://www.last.fm/music/Delain	http://dbpedia.org/resource/Delain
Ryan Star	http://www.last.fm/music/Ryan+Star	http://dbpedia.org/resource/Ryan_Star
Blue Foundation	http://www.last.fm/music/Blue+Foundation	http://dbpedia.org/resource/Blue_Foundation
Frou Frou	http://www.last.fm/music/Frou+Frou	http://dbpedia.org/resource/Frou_Frou_(band)
Dżem	http://www.last.fm/music/D%C5%BCem	
Kasia Kowalska	http://www.last.fm/music/Kasia+Kowalska	
Natural Dread Killaz	http://www.last.fm/music/Natural+Dread+Killaz	
The Orb	http://www.last.fm/music/The+Orb	http://dbpedia.org/resource/The_Orb
Nadine Coyle	http://www.last.fm/music/Nadine+Coyle	http://dbpedia.org/resource/Nadine_Coyle
Alexis Jordan	http://www.last.fm/music/Alexis+Jordan	http://dbpedia.org/resource/Alexis_Jordan
Aggro Santos	http://www.last.fm/music/Aggro+Santos	http://dbpedia.org/resource/Aggro_Santos
Passion Pit	http://www.last.fm/music/Passion+Pit	http://dbpedia.org/resource/Passion_Pit
Yo La Tengo	http://www.last.fm/music/Yo+La+Tengo	http://dbpedia.org/resource/Yo_La_Tengo
Clazziquai Project	http://www.last.fm/music/Clazziquai+Project	http://dbpedia.org/resource/Clazziquai
Maria Cecília & Rodolfo	http://www.last.fm/music/Maria%2BCec%25C3%25ADlia%2B%2526%2BRodolfo	
Agnostic Front	http://www.last.fm/music/Agnostic+Front	http://dbpedia.org/resource/Agnostic_Front
植松伸夫	http://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB	
Elisa	http://www.last.fm/music/Elisa	http://dbpedia.org/resource/Elisa_(Japanese_singer)
Dead Fish	http://www.last.fm/music/Dead+Fish	
A Wilhelm Scream	http://www.last.fm/music/A+Wilhelm+Scream	http://dbpedia.org/resource/A_Wilhelm_Scream
Propagandhi	http://www.last.fm/music/Propagandhi	http://dbpedia.org/resource/Propagandhi
Strike Anywhere	http://www.last.fm/music/Strike+Anywhere	http://dbpedia.org/resource/Strike_Anywhere
Mukeka Di Rato	http://www.last.fm/music/Mukeka+Di+Rato	
Zac Brown Band	http://www.last.fm/music/Zac+Brown+Band	http://dbpedia.org/resource/Zac_Brown_Band
Robert Johnson	http://www.last.fm/music/Robert+Johnson	http://dbpedia.org/resource/Robert_Johnson
Volbeat	http://www.last.fm/music/Volbeat	http://dbpedia.org/resource/List_of_Volbeat_members
The Agonist	http://www.last.fm/music/The+Agonist	http://dbpedia.org/resource/The_Agonist
Zombie Girl	http://www.last.fm/music/Zombie+Girl	http://dbpedia.org/resource/Zombie_Girl
Mr Hudson	http://www.last.fm/music/Mr+Hudson	http://dbpedia.org/resource/Mr_Hudson
Heaven & Hell	http://www.last.fm/music/Heaven%2B%2526%2BHell	http://dbpedia.org/resource/Heaven_&_Hell_(band)
Candlemass	http://www.last.fm/music/Candlemass	http://dbpedia.org/resource/Candlemass
Elis Regina	http://www.last.fm/music/Elis+Regina	http://dbpedia.org/resource/Elis_Regina
Robert Pattinson	http://www.last.fm/music/Robert+Pattinson	
Restart	http://www.last.fm/music/Restart	http://dbpedia.org/resource/Restart_(band)
Eliza Doolittle	http://www.last.fm/music/Eliza+Doolittle	http://dbpedia.org/resource/Eliza_Doolittle_(singer)
LeAnn Rimes	http://www.last.fm/music/LeAnn+Rimes	http://dbpedia.org/resource/LeAnn_Rimes
Anouk	http://www.last.fm/music/Anouk	http://dbpedia.org/resource/Anouk_(singer)
Mamonas Assassinas	http://www.last.fm/music/Mamonas+Assassinas	http://dbpedia.org/resource/Mamonas_Assassinas
Buzzcocks	http://www.last.fm/music/Buzzcocks	http://dbpedia.org/resource/Buzzcocks
Diana Krall	http://www.last.fm/music/Diana+Krall	http://dbpedia.org/resource/Diana_Krall
Lauryn Hill	http://www.last.fm/music/Lauryn+Hill	http://dbpedia.org/resource/Lauryn_Hill
Aimee Mann	http://www.last.fm/music/Aimee+Mann	http://dbpedia.org/resource/Aimee_Mann
John Murphy	http://www.last.fm/music/John+Murphy	http://dbpedia.org/resource/John_Murphy_(composer)
David Sylvian	http://www.last.fm/music/David+Sylvian	http://dbpedia.org/resource/David_Sylvian
Mark Ronson & The Business Intl	http://www.last.fm/music/Mark%2BRonson%2B%2526%2BThe%2BBusiness%2BIntl	http://dbpedia.org/resource/Mark_Ronson
Winger	http://www.last.fm/music/Winger	http://dbpedia.org/resource/Winger_(band)
Jefferson Airplane	http://www.last.fm/music/Jefferson+Airplane	http://dbpedia.org/resource/Jefferson_Airplane
Vavamuffin	http://www.last.fm/music/Vavamuffin	
EastWest Rockers	http://www.last.fm/music/EastWest+Rockers	
Ariel Pink's Haunted Graffiti	http://www.last.fm/music/Ariel+Pink%27s+Haunted+Graffiti	http://dbpedia.org/resource/Ariel_Pink
Oh No	http://www.last.fm/music/Oh+No	http://dbpedia.org/resource/Oh_No_(musician)
Elbow	http://www.last.fm/music/Elbow	http://dbpedia.org/resource/Elbow_(band)
I Monster	http://www.last.fm/music/I+Monster	http://dbpedia.org/resource/I_Monster
The Chameleons	http://www.last.fm/music/The+Chameleons	http://dbpedia.org/resource/The_Chameleons
My Brightest Diamond	http://www.last.fm/music/My+Brightest+Diamond	http://dbpedia.org/resource/My_Brightest_Diamond
Peter Bjorn and John	http://www.last.fm/music/Peter+Bjorn+and+John	http://dbpedia.org/resource/Peter_Bjorn_and_John
The Sounds	http://www.last.fm/music/The+Sounds	http://dbpedia.org/resource/The_Sounds
Bang Gang	http://www.last.fm/music/Bang+Gang	http://dbpedia.org/resource/Bang_Gang
The Organ	http://www.last.fm/music/The+Organ	http://dbpedia.org/resource/The_Organ
Bonde do Rolê	http://www.last.fm/music/Bonde+do+Rol%C3%AA	
LMFAO	http://www.last.fm/music/LMFAO	http://dbpedia.org/resource/LMFAO
Fefe Dobson	http://www.last.fm/music/Fefe+Dobson	http://dbpedia.org/resource/Fefe_Dobson
Cash Cash	http://www.last.fm/music/Cash+Cash	http://dbpedia.org/resource/Cash_Cash
Kid Sister	http://www.last.fm/music/Kid+Sister	http://dbpedia.org/resource/Kid_Sister
The Summer Set	http://www.last.fm/music/The+Summer+Set	http://dbpedia.org/resource/The_Summer_Set
Circa Survive	http://www.last.fm/music/Circa+Survive	http://dbpedia.org/resource/Circa_Survive
Drop Dead, Gorgeous	http://www.last.fm/music/Drop+Dead%2C+Gorgeous	http://dbpedia.org/resource/Drop_Dead,_Gorgeous
Mute Math	http://www.last.fm/music/Mute+Math	http://dbpedia.org/resource/Mutemath
Neon Trees	http://www.last.fm/music/Neon+Trees	http://dbpedia.org/resource/Neon_Trees
Semi Precious Weapons	http://www.last.fm/music/Semi+Precious+Weapons	http://dbpedia.org/resource/Semi_Precious_Weapons
Nelly	http://www.last.fm/music/Nelly	http://dbpedia.org/resource/Nelly
Trading Yesterday	http://www.last.fm/music/Trading+Yesterday	http://dbpedia.org/resource/The_Age_of_Information
Innerpartysystem	http://www.last.fm/music/Innerpartysystem	http://dbpedia.org/resource/Innerpartysystem
Greeley Estates	http://www.last.fm/music/Greeley+Estates	http://dbpedia.org/resource/Greeley_Estates
HEALTH	http://www.last.fm/music/HEALTH	http://dbpedia.org/resource/Health_(band)
Nujabes	http://www.last.fm/music/Nujabes	http://dbpedia.org/resource/Nujabes
Godspeed You! Black Emperor	http://www.last.fm/music/Godspeed+You%21+Black+Emperor	http://dbpedia.org/resource/Godspeed_You!_Black_Emperor
E.S. Posthumus	http://www.last.fm/music/E.S.+Posthumus	http://dbpedia.org/resource/E.S._Posthumus
Goose	http://www.last.fm/music/Goose	http://dbpedia.org/resource/Goose_(band)
Nena	http://www.last.fm/music/Nena	http://dbpedia.org/resource/Nena
坂本龍一	http://www.last.fm/music/%E5%9D%82%E6%9C%AC%E9%BE%8D%E4%B8%80	
CPM 22	http://www.last.fm/music/CPM+22	http://dbpedia.org/resource/CPM_22
Scracho	http://www.last.fm/music/Scracho	
Roupa Nova	http://www.last.fm/music/Roupa+Nova	http://dbpedia.org/resource/Roupa_Nova
Filter	http://www.last.fm/music/Filter	http://dbpedia.org/resource/Filter_(band)
Beeshop	http://www.last.fm/music/Beeshop	
Antônio Carlos Jobim	http://www.last.fm/music/Ant%C3%B4nio+Carlos+Jobim	
Sebadoh	http://www.last.fm/music/Sebadoh	http://dbpedia.org/resource/Sebadoh
Tangerine Dream	http://www.last.fm/music/Tangerine+Dream	http://dbpedia.org/resource/Tangerine_Dream
Stars of the Lid	http://www.last.fm/music/Stars+of+the+Lid	http://dbpedia.org/resource/Stars_of_the_Lid
Eluvium	http://www.last.fm/music/Eluvium	http://dbpedia.org/resource/Eluvium_(musician)
Loscil	http://www.last.fm/music/Loscil	http://dbpedia.org/resource/Loscil
Arvo Pärt	http://www.last.fm/music/Arvo+P%C3%A4rt	
Ten Years After	http://www.last.fm/music/Ten+Years+After	http://dbpedia.org/resource/Ten_Years_After
Grandaddy	http://www.last.fm/music/Grandaddy	http://dbpedia.org/resource/Grandaddy
Jonny Greenwood	http://www.last.fm/music/Jonny+Greenwood	http://dbpedia.org/resource/Jonny_Greenwood
Bibio	http://www.last.fm/music/Bibio	http://dbpedia.org/resource/Bibio
Armor for Sleep	http://www.last.fm/music/Armor+for+Sleep	http://dbpedia.org/resource/Armor_for_Sleep
Box Car Racer	http://www.last.fm/music/Box+Car+Racer	http://dbpedia.org/resource/Box_Car_Racer
The Veils	http://www.last.fm/music/The+Veils	http://dbpedia.org/resource/The_Veils
Delays	http://www.last.fm/music/Delays	http://dbpedia.org/resource/Delays
The Clientele	http://www.last.fm/music/The+Clientele	http://dbpedia.org/resource/The_Clientele
Girls	http://www.last.fm/music/Girls	http://dbpedia.org/resource/Girls_(band)
The Radio Dept.	http://www.last.fm/music/The+Radio+Dept.	http://dbpedia.org/resource/The_Radio_Dept.
Guillemots	http://www.last.fm/music/Guillemots	http://dbpedia.org/resource/Guillemot
The Automatic	http://www.last.fm/music/The+Automatic	http://dbpedia.org/resource/The_Automatic
N*E*R*D	http://www.last.fm/music/N%2AE%2AR%2AD	http://dbpedia.org/resource/N.E.R.D
Frightened Rabbit	http://www.last.fm/music/Frightened+Rabbit	http://dbpedia.org/resource/Frightened_Rabbit
The Perishers	http://www.last.fm/music/The+Perishers	http://dbpedia.org/resource/The_Perishers_(band)
BWO	http://www.last.fm/music/BWO	http://dbpedia.org/resource/BWO_(band)
Negative	http://www.last.fm/music/Negative	http://dbpedia.org/resource/Negative_(Finnish_band)
Мумий Тролль	http://www.last.fm/music/%D0%9C%D1%83%D0%BC%D0%B8%D0%B9+%D0%A2%D1%80%D0%BE%D0%BB%D0%BB%D1%8C	
Sugarcult	http://www.last.fm/music/Sugarcult	http://dbpedia.org/resource/Sugarcult
Theory of a Deadman	http://www.last.fm/music/Theory+of+a+Deadman	http://dbpedia.org/resource/Theory_of_a_Deadman
Globus	http://www.last.fm/music/Globus	
Tyler Bates	http://www.last.fm/music/Tyler+Bates	
Rob Zombie	http://www.last.fm/music/Rob+Zombie	http://dbpedia.org/resource/Rob_Zombie
Summoning	http://www.last.fm/music/Summoning	http://dbpedia.org/resource/Summoning_(band)
ДДТ	http://www.last.fm/music/%D0%94%D0%94%D0%A2	
Mägo de Oz	http://www.last.fm/music/M%C3%A4go+de+Oz	
Tech N9ne	http://www.last.fm/music/Tech+N9ne	http://dbpedia.org/resource/Tech_N9ne
Kataklysm	http://www.last.fm/music/Kataklysm	http://dbpedia.org/resource/Kataklysm
Jon Bon Jovi	http://www.last.fm/music/Jon+Bon+Jovi	http://dbpedia.org/resource/Jon_Bon_Jovi
Straylight Run	http://www.last.fm/music/Straylight+Run	http://dbpedia.org/resource/Straylight_Run
Saves the Day	http://www.last.fm/music/Saves+the+Day	http://dbpedia.org/resource/Saves_the_Day
Pinback	http://www.last.fm/music/Pinback	http://dbpedia.org/resource/Pinback
Sondre Lerche	http://www.last.fm/music/Sondre+Lerche	http://dbpedia.org/resource/Sondre_Lerche
Something Corporate	http://www.last.fm/music/Something+Corporate	http://dbpedia.org/resource/Something_Corporate
Nick Lachey	http://www.last.fm/music/Nick+Lachey	http://dbpedia.org/resource/Nick_Lachey
Soulja Boy	http://www.last.fm/music/Soulja+Boy	http://dbpedia.org/resource/Soulja_Boy
Slade	http://www.last.fm/music/Slade	http://dbpedia.org/resource/Slade
The Blues Brothers	http://www.last.fm/music/The+Blues+Brothers	http://dbpedia.org/resource/The_Blues_Brothers
