label	LibraryThing_URI	DBpedia16_URI
Dangerous Calling: Confronting the Unique Challenges of Pastoral Ministry	https://www.librarything.com/work/13096634	
The Two Cultures and a Second Look: An Expanded Version of the Two…	https://www.librarything.com/work/6730042	
Geeks, Girls, and Secret Identities	https://www.librarything.com/work/12554948	
The Power of Full Engagement: Managing Energy, Not Time, Is the Key to…	https://www.librarything.com/work/160596	
Tales of Known Space: The Universe of Larry Niven	https://www.librarything.com/work/19001	
A Matter of Death and Life (1996)	https://www.librarything.com/work/91772	http://dbpedia.org/resource/A_Matter_of_Death_and_Life
Highway Cats	https://www.librarything.com/work/5755533	
Crucial Conversations Tools for Talking When Stakes Are High, Second… (2002)	https://www.librarything.com/work/170461	
Shattered (Bluford Series, Number 12) (2007)	https://www.librarything.com/work/8482875	
Smoking Poppy (2001)	https://www.librarything.com/work/49078	
The Paris Enigma	https://www.librarything.com/work/4057416	
Otherworld Tales: Irish the Demon Slayer	https://www.librarything.com/work/11424208	
Looking Through Lace	https://www.librarything.com/work/3721684	
Seduce the Darkness	https://www.librarything.com/work/6192208	
In the Name of Rome: The Men Who Won the Roman Empire (2003)	https://www.librarything.com/work/82763	
The Sugarless Plum	https://www.librarything.com/work/8612761	
A Merry Heart	https://www.librarything.com/work/2181780	
Letters from a Nut (1997)	https://www.librarything.com/work/26	
The Downhill Lie: A Hacker's Return to a Ruinous Sport	https://www.librarything.com/work/4551739	
Courage Has No Color, The True Story of the Triple Nickles: America's…	https://www.librarything.com/work/13138985	
The Hollow People	https://www.librarything.com/work/2473137	
Secrets of the Lost Summer	https://www.librarything.com/work/11856554	
Crossing	https://www.librarything.com/work/9711953	
The Traitor's Wife	https://www.librarything.com/work/10802376	
Demon Apocalypse	https://www.librarything.com/work/4401563	
So You Don't Want to Go to Church Anymore: An Unexpected Journey	https://www.librarything.com/work/1898781	
Endurance (2010)	https://www.librarything.com/work/10086509	
The Frog Princess	https://www.librarything.com/work/2753252	
Ghost Train to the Eastern Star: On the Tracks of the Great Railway Bazaar (2008)	https://www.librarything.com/work/5199858	
The Man Who Found Time: James Hutton and the Discovery of Earth's…	https://www.librarything.com/work/519247	
Beowulf: A Verse Translation [Norton Critical Edition]	https://www.librarything.com/work/9928351	
Irena's Jars of Secrets	https://www.librarything.com/work/11873106	
Forgiven	https://www.librarything.com/work/11573426	
A Nervous Splendor: Vienna 1888-1889 (1979)	https://www.librarything.com/work/211901	
Milk Glass Moon (2002)	https://www.librarything.com/work/81113	
The Reece Malcolm List	https://www.librarything.com/work/13151987	
The Thin in 10 Weight-Loss Plan: Transform Your Body (and Life!) in…	https://www.librarything.com/work/13108051	
Everdark	https://www.librarything.com/work/10677486	
Seduced in the Dark	https://www.librarything.com/work/12991998	
Deep Trouble (Goosebumps) (1994)	https://www.librarything.com/work/444299	
Flash Fiction: 72 Very Short Stories (1992)	https://www.librarything.com/work/85538	
Kismetology	https://www.librarything.com/work/13187572	
These Hands (2010)	https://www.librarything.com/work/10891550	
The Legend of Bass Reeves	https://www.librarything.com/work/1214133	
Sarminda: Black Desire in a Field of Gold	https://www.librarything.com/work/4455731	
The Ethics of What We Eat	https://www.librarything.com/work/904082	
The Flirt (2008)	https://www.librarything.com/work/3271712	
Countdown	https://www.librarything.com/work/5033091	
The Human Part	https://www.librarything.com/work/8826713	
The Poem of the Cid	https://www.librarything.com/work/1006526	
Fatal Fixer-Upper	https://www.librarything.com/work/5475192	
When Genius Failed: The Rise and Fall of Long-Term Capital Management	https://www.librarything.com/work/73788	http://dbpedia.org/resource/When_Genius_Failed
Hilary Knight's Cinderella	https://www.librarything.com/work/825494	
Angel with the Sword	https://www.librarything.com/work/157918	
Dark Moon (1996)	https://www.librarything.com/work/86362	
L'Affaire (2003)	https://www.librarything.com/work/91284	
Lean on Pete	https://www.librarything.com/work/9358508	
Cassandra (1983)	https://www.librarything.com/work/10979890	
A Broken Vessel (1994)	https://www.librarything.com/work/87625	
The Sheriff of Yrnameer	https://www.librarything.com/work/8305212	
Twinkie, Deconstructed: My Journey to Discover How the Ingredients Found… (2007)	https://www.librarything.com/work/2294365	
Dancing with the Devil	https://www.librarything.com/work/119517	
Colters' Wife (2010)	https://www.librarything.com/work/9609242	
Sunny Boy!: The Life and Times of a Tortoise	https://www.librarything.com/work/3095427	
Lark Rise to Candleford (1945)	https://www.librarything.com/work/14570	
The Golden Bowl (1904)	https://www.librarything.com/work/2245	http://dbpedia.org/resource/The_Golden_Bowl
Let Them Eat Cake	https://www.librarything.com/work/3708158	
Waiting For Nick (1997)	https://www.librarything.com/work/24676	
Vamped	https://www.librarything.com/work/7749205	
Freakangels, Volume 1 (2008)	https://www.librarything.com/work/6247289	
Blood Song	https://www.librarything.com/work/9278966	
The Marquis of Bolibar	https://www.librarything.com/work/187573	
So Long Been Dreaming: Postcolonial Science Fiction & Fantasy (2004)	https://www.librarything.com/work/73875	
Walking Through Walls: A Memoir	https://www.librarything.com/work/5722162	
This Perfect Day (1970)	https://www.librarything.com/work/3435515	http://dbpedia.org/resource/This_Perfect_Day
Mouse and Mole: Fine Feathered Friends	https://www.librarything.com/work/8702646	
Mommy Grace: Erasing Your Mommy Guilt	https://www.librarything.com/work/8035955	
Owly Volume 4: A Time to be Brave	https://www.librarything.com/work/4105911	
Just Who Will You Be?: Big Question. Little Book. Answer Within.…	https://www.librarything.com/work/5126601	
The Mad Scientists' Club (1965)	https://www.librarything.com/work/216718	
Troubled Waters	https://www.librarything.com/work/9707529	
Don't Tell Mummy (2006)	https://www.librarything.com/work/1914260	
Doubt: A Parable (2005)	https://www.librarything.com/work/129929	
Fang Girl	https://www.librarything.com/work/12437465	
Understanding the Borderline Mother: Helping Her Children Transcend the…	https://www.librarything.com/work/90634	
True Compass: A Memoir	https://www.librarything.com/work/8645057	
Dangerous Journey	https://www.librarything.com/work/4155734	
Kingdom Keepers II: Disney at Dawn (2008)	https://www.librarything.com/work/5605862	
The Fire Cat (1960)	https://www.librarything.com/work/365600	
Dreamtigers (1960)	https://www.librarything.com/work/23503	
Arthur's Chicken Pox	https://www.librarything.com/work/159910	
We're Just Like You, Only Prettier: Confessions of a Tarnished Southern… (2004)	https://www.librarything.com/work/107906	
Kiss Me Forever AND Love Me Forever	https://www.librarything.com/work/78502	
The Double Bass (1981)	https://www.librarything.com/work/414133	
Michael Strogoff (1876)	https://www.librarything.com/work/351702	http://dbpedia.org/resource/Michael_Strogoff
Stormrider	https://www.librarything.com/work/108541	http://dbpedia.org/resource/Stormrider
Hit by a Farm: How I Learned to Stop Worrying and Love the Barn	https://www.librarything.com/work/1031749	
I'm Big!	https://www.librarything.com/work/10062589	
The Long White Cloud [Oxford Bookworms]	https://www.librarything.com/work/6905236	
White Snow, Bright Snow (1947)	https://www.librarything.com/work/148145	
The Rosetta Key (2008)	https://www.librarything.com/work/3890728	
The Pack	https://www.librarything.com/work/9901996	
Willy	https://www.librarything.com/work/11214079	
Shot in the Heart (1993)	https://www.librarything.com/work/51354	
If You Meet the Buddha on the Road, Kill Him! The Pilgrimage of… (1972)	https://www.librarything.com/work/136383	
Blind Man's Bluff : The Untold Story of Cold War Submarine Espionage (1998)	https://www.librarything.com/work/66566	
Charlotte Sometimes (1969)	https://www.librarything.com/work/174392	http://dbpedia.org/resource/Charlotte_Sometimes_(novel)
Your Presence Is Requested at Suvanto	https://www.librarything.com/work/9239057	
The Great Escape	https://www.librarything.com/work/11910590	
Antiquity: From the Birth of Sumerian Civilization to the Fall of the…	https://www.librarything.com/work/409243	
Pushed: The Painful Truth About Childbirth and Modern Maternity Care	https://www.librarything.com/work/2871257	
Lammas Night	https://www.librarything.com/work/243107	http://dbpedia.org/resource/Lammas_Night
Heidegger and a Hippo Walk Through Those Pearly Gates: Using Philosophy…	https://www.librarything.com/work/8372261	
Scars of Sweet Paradise: The Life and Times of Janis Joplin	https://www.librarything.com/work/259546	
Trance-portation: Learning to Navigate the Inner World	https://www.librarything.com/work/6023833	
The Monkey's Mask (1994)	https://www.librarything.com/work/85818	
The Gastronomical Me	https://www.librarything.com/work/28071	
Dark Eden	https://www.librarything.com/work/3726936	
Sail Away	https://www.librarything.com/work/1395807	
Werewolf Versus Dragon	https://www.librarything.com/work/5894519	
Extreme: My Autobiography (2005)	https://www.librarything.com/work/35214	
Green River, Running Red	https://www.librarything.com/work/72222	
Untouched	https://www.librarything.com/work/3363486	
Mission Child (1998)	https://www.librarything.com/work/48833	
Carrots Love Tomatoes: Secrets of Companion Planting for Successful…	https://www.librarything.com/work/141405	
Eeeee Eee Eeee (2007)	https://www.librarything.com/work/2753720	
Of Love and Shadows (1984)	https://www.librarything.com/work/18861	
The Blue Parakeet: Rethinking How You Read the Bible (2008)	https://www.librarything.com/work/6227391	
Deliverer (2007)	https://www.librarything.com/work/1654161	
The Underachieving Gifted Child: Recognizing, Understanding, and Reversing…	https://www.librarything.com/work/13108043	
The Value of Nothing: How to Reshape Market Society and Redefine Democracy (2009)	https://www.librarything.com/work/8827250	
Mr Norris Changes Trains (1935)	https://www.librarything.com/work/19522	http://dbpedia.org/resource/Mr_Norris_Changes_Trains
The Shekinah Legacy (2011)	https://www.librarything.com/work/12047936	
What Does Peace Feel Like?	https://www.librarything.com/work/3315335	
A Christmas Memory (1956)	https://www.librarything.com/work/1551	http://dbpedia.org/resource/A_Christmas_Memory
Meltdown Iceland: Lessons on the World Financial Crisis from a Small…	https://www.librarything.com/work/8737723	
Heaven and Earth (2001)	https://www.librarything.com/work/2075	http://dbpedia.org/resource/Heaven_and_Earth_(book)
The Dying Earth (1950)	https://www.librarything.com/work/121056	http://dbpedia.org/resource/The_Dying_Earth
Dragon and Thief	https://www.librarything.com/work/310276	
The Diamond Throne (1989)	https://www.librarything.com/work/17489	
The Collected Stories of Arthur C. Clarke (2000)	https://www.librarything.com/work/28046	http://dbpedia.org/resource/The_Collected_Stories_of_Arthur_C._Clarke
Red Is for Remembrance	https://www.librarything.com/work/543687	
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the…	https://www.librarything.com/work/368342	
The Gift of the Tree	https://www.librarything.com/work/1984678	
Not Everything Brainless is Dead (Book One of The Absurd Misadventures of…	https://www.librarything.com/work/11086445	
Selfish Reasons to Have More Kids: Why Being a Great Parent is Less Work…	https://www.librarything.com/work/11003162	
Iberia (1968)	https://www.librarything.com/work/232371	http://dbpedia.org/resource/Iberia_(book)
Carmilla: A Vampyre Tale (1872)	https://www.librarything.com/work/215392	
The Deceived	https://www.librarything.com/work/5220388	
Beatrice's Goat	https://www.librarything.com/work/15415	
In Pursuit of the Proper Sinner (1999)	https://www.librarything.com/work/17965	
Hunting Gideon	https://www.librarything.com/work/3894148	
The Other Woman	https://www.librarything.com/work/12410266	
After the Night	https://www.librarything.com/work/77582	
Me: Stories of My Life (1991)	https://www.librarything.com/work/25724	
The Small House at Allington (1864)	https://www.librarything.com/work/15243	http://dbpedia.org/resource/The_Small_House_at_Allington
The Divine Invasion	https://www.librarything.com/work/32422	http://dbpedia.org/resource/The_Divine_Invasion
Dandelion Fire (2009)	https://www.librarything.com/work/6084416	
All My Sins Remembered (1977)	https://www.librarything.com/work/137204	
Twice Upon a Time #2: Sleeping Beauty, The One Who Took the Really Long…	https://www.librarything.com/work/1481486	
A Plague on Both Your Houses (1996)	https://www.librarything.com/work/372936	
In Over Her Head	https://www.librarything.com/work/8360532	
Sight Unseen (2005)	https://www.librarything.com/work/287067	
The Burnt-Out Town of Miracles (2005)	https://www.librarything.com/work/984885	
Canone inverso	https://www.librarything.com/work/211321	
The Family Trade (2004)	https://www.librarything.com/work/200945	http://dbpedia.org/resource/The_Family_Trade
Tacky in Trouble	https://www.librarything.com/work/648871	
Fakta om Finland (2002)	https://www.librarything.com/work/55302	
The Command of the Ocean: A Naval History of Britain, 1649-1815	https://www.librarything.com/work/8793	
If You Want to Write (1938)	https://www.librarything.com/work/13461	
The Crimes of Paris: A True Story of Murder, Theft, and Detection	https://www.librarything.com/work/7146014	
Glorious	https://www.librarything.com/work/9205494	
The Laughing Sutra	https://www.librarything.com/work/28098	
The Gypsy (1992)	https://www.librarything.com/work/36184	http://dbpedia.org/resource/The_Gypsy_Morph
Angel Falls	https://www.librarything.com/work/70725	
Learning the World	https://www.librarything.com/work/48770	http://dbpedia.org/resource/Learning_the_World
A Crimson Warning	https://www.librarything.com/work/11167023	
How Children Learn (1967)	https://www.librarything.com/work/102727	http://dbpedia.org/resource/How_Children_Learn
The Three Little Javelinas (1992)	https://www.librarything.com/work/322240	
Darkwalker on Moonshae	https://www.librarything.com/work/134606	http://dbpedia.org/resource/Darkwalker_on_Moonshae
Remarriage Checkup, The: Tools to Help Your Marriage Last a Lifetime	https://www.librarything.com/work/9045042	
Babies in the Bayou	https://www.librarything.com/work/2909259	
Mr. Fooster Traveling on a Whim	https://www.librarything.com/work/5127221	
For All the Tea in China: How England Stole the World's Favorite… (2009)	https://www.librarything.com/work/4782329	
Mysteries (1892)	https://www.librarything.com/work/53729	http://dbpedia.org/resource/Horrid_Mysteries
The Bone Chamber	https://www.librarything.com/work/9082236	
Penelope's Daughter	https://www.librarything.com/work/10381114	
The Ring: The Last Knight Templar's Inheritance (2004)	https://www.librarything.com/work/730429	
An Exercise in Futility	https://www.librarything.com/work/12311470	
Rome Antics (1997)	https://www.librarything.com/work/313356	
The September Society (2008)	https://www.librarything.com/work/4835717	
Nelson: The Sword of Albion	https://www.librarything.com/work/13162873	
A Merman's Kiss	https://www.librarything.com/work/11847236	
Witness (1952)	https://www.librarything.com/work/69604	http://dbpedia.org/resource/Dumb_Witness
Mom, It's My First Day of Kindergarten!	https://www.librarything.com/work/12172080	
Snowmen at Christmas (2005)	https://www.librarything.com/work/298934	
Audrey's Guide to Witchcraft	https://www.librarything.com/work/12889289	
At the Dark End of the Street: Black Women, Rape, and Resistance - A New… (2010)	https://www.librarything.com/work/10168182	
Hammer of God (2008)	https://www.librarything.com/work/5539630	
At the Water's Edge : Fish with Fingers, Whales with Legs, and How Life… (1998)	https://www.librarything.com/work/143560	
Blue Skies Tomorrow: A Novel (Wings of Glory)	https://www.librarything.com/work/11532519	
The Brontës: Wild Genius on the Moors (1994)	https://www.librarything.com/work/3031638	
Fifty Shades of Mr Darcy: A Parody	https://www.librarything.com/work/13133983	
The Devil in Massachusetts: A Modern Enquiry into the Salem Witch Trials (1949)	https://www.librarything.com/work/30740	
When Darkness Comes	https://www.librarything.com/work/2390011	
Death of a Doxy (1966)	https://www.librarything.com/work/42162	http://dbpedia.org/resource/Death_of_a_Doxy
The Old One	https://www.librarything.com/work/11585864	
The First Cut	https://www.librarything.com/work/1740070	
King Solomon's Carpet (1991)	https://www.librarything.com/work/171021	http://dbpedia.org/resource/King_Solomon's_Carpet
A Student of Weather (2000)	https://www.librarything.com/work/349657	
Key of Knowledge (2003)	https://www.librarything.com/work/8185	
De weg naar Mekka een ontdekkingsreis door de moslimwereld	https://www.librarything.com/work/4560767	
23 Hours (2009)	https://www.librarything.com/work/6752094	
Voi Non Sapete (2007)	https://www.librarything.com/work/4598622	
A Morning for Flamingos (1990)	https://www.librarything.com/work/156766	
The First Assistant: A Continuing Tale from Behind the Hollywood Curtain	https://www.librarything.com/work/1363403	
Cassandra and Jane	https://www.librarything.com/work/5636581	
The Science of Discworld II: The Globe (2002)	https://www.librarything.com/work/1045490	
High Exposure: An Enduring Passion for Everest and Unforgiving Places	https://www.librarything.com/work/99448	
July's People (1981)	https://www.librarything.com/work/85697	http://dbpedia.org/resource/July's_People
Lovecraft (2004)	https://www.librarything.com/work/242092	http://dbpedia.org/resource/Lovecraft_Remembered
Ben-Hur: A Tale of the Christ (1880)	https://www.librarything.com/work/3152	http://dbpedia.org/resource/Ben-Hur:_A_Tale_of_the_Christ
Shadow's Claim (2012)	https://www.librarything.com/work/12016899	
Awaken	https://www.librarything.com/work/12200348	
The War of the End of the World (1981)	https://www.librarything.com/work/38630	
The Neighbors	https://www.librarything.com/work/12955090	
Bane	https://www.librarything.com/work/12679914	
Clarice Bean, That's Me	https://www.librarything.com/work/360964	
The Birds and Other Stories (1952)	https://www.librarything.com/work/13077	http://dbpedia.org/resource/The_Birds_and_Other_Stories
Catspaw (1988)	https://www.librarything.com/work/133355	
American Desert (2004)	https://www.librarything.com/work/238787	
The Silver Gryphon (1996)	https://www.librarything.com/work/535	http://dbpedia.org/resource/Mercedes_Lackey
Demonology: Stories (2000)	https://www.librarything.com/work/5736	
Honest Wrestling: Questions of Faith When Attacked by Life	https://www.librarything.com/work/14048125	
The Berenstain Bears and the Spooky Old Tree (1978)	https://www.librarything.com/work/370295	
Baby	https://www.librarything.com/work/13225547	
Stinky Smelly Feet: A Love Story	https://www.librarything.com/work/2099047	
Passionate Nomad: The Life of Freya Stark (1999)	https://www.librarything.com/work/44525	
Suitcase Full of Dreams (2010)	https://www.librarything.com/work/10164240	
See Jane Score	https://www.librarything.com/work/156540	
The C++ Programming Language {Special 3rd Edition} (2003)	https://www.librarything.com/work/11938782	
Billy Straight (1998)	https://www.librarything.com/work/35668	
Cosmic trigger : final secret of the illuminati (1977)	https://www.librarything.com/work/5325837	
Lightborn (2010)	https://www.librarything.com/work/10551764	
Borneo Tom: Stories and Sketches of Love, Travel and Jungle Family in…	https://www.librarything.com/work/10798361	
The Curious Life of Robert Hooke: The Man Who Measured London	https://www.librarything.com/work/14967	
Here comes trouble : Stories from my life	https://www.librarything.com/work/11552787	
Dragon Wytch (2008)	https://www.librarything.com/work/4679522	
Sister of the Dead (2005)	https://www.librarything.com/work/119543	
The First Folio of Shakespeare (1623)	https://www.librarything.com/work/203515	
Tunjur! Tunjur! Tunjur!: A Palestinian Folktale (2006)	https://www.librarything.com/work/935138	
Only Passing Through: The Story of Sojourner Truth	https://www.librarything.com/work/1028714	
Jacks Magic Beans	https://www.librarything.com/work/10924429	
The Vaccine Book: Making the Right Decision for Your Child	https://www.librarything.com/work/4559553	
Confessions of a Demon	https://www.librarything.com/work/8531623	
The Death of a Mafia Don	https://www.librarything.com/work/8837399	
Poe's Children: The New Horror: An Anthology (2008)	https://www.librarything.com/work/5973356	
One for the Road: An Outback Adventure (1987)	https://www.librarything.com/work/184694	http://dbpedia.org/resource/One_for_the_Road_(Bj%C3%B8rn_Christian_T%C3%B8rrissen_book)
Lady Sophie's Christmas Wish	https://www.librarything.com/work/11324126	
Silent Night [Anthology 4-in-1]	https://www.librarything.com/work/53028	http://dbpedia.org/resource/Night_(book)
Parade's End (1925)	https://www.librarything.com/work/18089	
The Desert of Souls	https://www.librarything.com/work/10793110	
Selected Poems, 1966-1987 (1990)	https://www.librarything.com/work/1810168	http://dbpedia.org/resource/New_Selected_Poems_1966%E2%80%931987
Unexpectedly, Milo	https://www.librarything.com/work/10124439	
Take Me to the River	https://www.librarything.com/work/10430692	
As used on the famous Nelson Mandela	https://www.librarything.com/work/9187395	
Way Off the Road: Discovering the Peculiar Charms of Small Town America (2007)	https://www.librarything.com/work/3066020	
March to the Sea	https://www.librarything.com/work/86836	http://dbpedia.org/resource/March_to_the_Sea_(novel)
A Ship of the Line (1938)	https://www.librarything.com/work/7781	http://dbpedia.org/resource/A_Ship_of_the_Line
A Short History of a Small Place (1985)	https://www.librarything.com/work/117435	http://dbpedia.org/resource/A_Short_History_of_a_Small_Place
Looking Good Dead (2006)	https://www.librarything.com/work/1401267	
When Elves Attack	https://www.librarything.com/work/11602253	
Boys of Steel: The Creators of Superman	https://www.librarything.com/work/5091618	
Jack and the Beanstalk (Keepsake Stories)	https://www.librarything.com/work/1843297	
Vengeance Road	https://www.librarything.com/work/8368641	
A Love Surrendered	https://www.librarything.com/work/12916011	
Promised Land (1997)	https://www.librarything.com/work/115517	http://dbpedia.org/resource/Promised_Land_(novel)
Dear Fish	https://www.librarything.com/work/1821349	
Flirting Under a Full Moon	https://www.librarything.com/work/13542835	
Twenty-Five Books That Shaped America: How White Whales, Green Lights, and…	https://www.librarything.com/work/10844773	
Restful Insomnia: How to Get the Benefits of Sleep Even When You…	https://www.librarything.com/work/9255717	
Dragonsdale	https://www.librarything.com/work/2849191	
Feeling Very Strange: The Slipstream Anthology (2006)	https://www.librarything.com/work/930149	
To The Moon and Back	https://www.librarything.com/work/10966523	
Black Rock (2009)	https://www.librarything.com/work/8266490	
The Secret Under My Skin (2000)	https://www.librarything.com/work/86013	
The Reservoir (2011)	https://www.librarything.com/work/10933521	
The Chronoliths	https://www.librarything.com/work/46010	http://dbpedia.org/resource/The_Chronoliths
Living with Mom and Living with Dad	https://www.librarything.com/work/12317841	
Elizabeth and Hazel: Two Women of Little Rock	https://www.librarything.com/work/11331274	
The Easter Egg	https://www.librarything.com/work/9207396	
Leap of Faith	https://www.librarything.com/work/3563336	
Confessions of a Working Girl	https://www.librarything.com/work/3622635	
Jane Austen's Guide to Dating (2005)	https://www.librarything.com/work/35460	
Unsinkable (2011)	https://www.librarything.com/work/10636890	
The Universe Versus Alex Woods	https://www.librarything.com/work/13099819	
Phule's Company (1990)	https://www.librarything.com/work/86625	http://dbpedia.org/resource/Phule's_Company
Escape!: The Story of the Great Houdini	https://www.librarything.com/work/1065099	
Proofiness: The Dark Arts of Mathematical Deception (2010)	https://www.librarything.com/work/10092299	
The Unfortunates (1969)	https://www.librarything.com/work/191921	
The Gatekeepers: Inside the Admissions Process of a Premier College (2002)	https://www.librarything.com/work/3645	
Fly Away	https://www.librarything.com/work/13205118	
Red Leech	https://www.librarything.com/work/10612074	
Everyone Poops (1977)	https://www.librarything.com/work/107431	http://dbpedia.org/resource/Everyone_Poops
Shadows and Strongholds (2005)	https://www.librarything.com/work/204152	
Street Game	https://www.librarything.com/work/8537549	
Snowy Night with a Stranger (Anthology 3-in-1)	https://www.librarything.com/work/5139871	
The Woman with the Bouquet	https://www.librarything.com/work/4436618	
A Big Boy Did It and Ran Away (2001)	https://www.librarything.com/work/121805	http://dbpedia.org/resource/A_Big_Boy_Did_It_and_Ran_Away
Wedding Season	https://www.librarything.com/work/23818	
After All These Years (1993)	https://www.librarything.com/work/38852	
My Dad's a Birdman	https://www.librarything.com/work/4407566	
The Spy Within: Larry Chin and China's Penetration of the CIA	https://www.librarything.com/work/4960702	
The Tulip Virus	https://www.librarything.com/work/6830844	
The Spiral Dance: A Rebirth of the Ancient Religion of the Goddess	https://www.librarything.com/work/16662	http://dbpedia.org/resource/The_Spiral_Dance
Dark Star	https://www.librarything.com/work/12432776	
Mountolive (1958)	https://www.librarything.com/work/39401	http://dbpedia.org/resource/Mountolive
Cartwheel (2013)	https://www.librarything.com/work/13990592	
Human Croquet (1997)	https://www.librarything.com/work/56846	http://dbpedia.org/resource/Human_Croquet
Eternal Craving	https://www.librarything.com/work/7569685	
Enigma: A Magical Mystery (2008)	https://www.librarything.com/work/6241898	
Het pauperparadijs	https://www.librarything.com/work/5004794	
Look for Our Mother and Our Father	https://www.librarything.com/work/10723719	
Mr. Sebastian and the Negro Magician (2007)	https://www.librarything.com/work/2709175	
To Be a Slave	https://www.librarything.com/work/296691	
The Collected Stories of Katherine Anne Porter (1964)	https://www.librarything.com/work/73687	http://dbpedia.org/resource/The_Collected_Stories_of_Katherine_Anne_Porter
Antonia Lively Breaks the Silence	https://www.librarything.com/work/13490249	
Darklandia	https://www.librarything.com/work/13010639	
Surviving Triple-Negative Breast Cancer: Hope, Treatment, and Recovery	https://www.librarything.com/work/12890816	
The Secret Fiend	https://www.librarything.com/work/8893724	
Armadillo Tattletale	https://www.librarything.com/work/917231	
God Save the Child (1974)	https://www.librarything.com/work/71215	
Zendegi (2010)	https://www.librarything.com/work/8472072	
The Devil's Feather (2005)	https://www.librarything.com/work/107297	http://dbpedia.org/resource/The_Devil's_Feather
The Argumentative Indian: Writings on Indian History, Culture and Identity (2005)	https://www.librarything.com/work/39029	
Jellaby	https://www.librarything.com/work/4804103	
Geosynchron	https://www.librarything.com/work/5877100	
Bloom: Finding Beauty in the Unexpected--A Memoir (2012)	https://www.librarything.com/work/12054462	
Freckles (Penguin Readers, Level 2)	https://www.librarything.com/work/4132259	
Schroder (2013)	https://www.librarything.com/work/12671168	
Witches' Bane (1993)	https://www.librarything.com/work/96726	
Arjun and the Good Snake (2011)	https://www.librarything.com/work/11294103	
Pox: An American History (2011)	https://www.librarything.com/work/10952082	
The Way Back Home (2007)	https://www.librarything.com/work/3857304	
Petunia Pepper's Picture Day	https://www.librarything.com/work/10337924	
The Forsyte Saga (The Man of Property; In Chancery; To Let) (1922)	https://www.librarything.com/work/14128714	
Dictation: A Quartet	https://www.librarything.com/work/4547527	
The Quitter	https://www.librarything.com/work/7945	
A Metropolitan Murder	https://www.librarything.com/work/57619	
Broken Memory: A Novel of Rwanda	https://www.librarything.com/work/9083849	
A Half Forgotten Song	https://www.librarything.com/work/12800510	
Anathema Rhodes: Dreams (2008)	https://www.librarything.com/work/8548203	
Mont-Saint-Michel and Chartres (1904)	https://www.librarything.com/work/27884	
The Girl's Like Spaghetti: Why, You Can't Manage without Apostrophes!	https://www.librarything.com/work/2824479	
Vanishing Act (1995)	https://www.librarything.com/work/38571	
Strength Training Anatomy Workout II, The (The Strength Training Anatomy…	https://www.librarything.com/work/12281418	
The Family	https://www.librarything.com/work/10573504	
The Return of the Indian (1985)	https://www.librarything.com/work/2140120	
Devil's Bargain	https://www.librarything.com/work/119518	
Curious George Visits the Library	https://www.librarything.com/work/2610754	
Going Down	https://www.librarything.com/work/45026	
The Visible World (2007)	https://www.librarything.com/work/2049792	
Trigger City (2008)	https://www.librarything.com/work/4729825	
Hitler's Canary (2005)	https://www.librarything.com/work/1200810	
Hubert's Freaks: The Rare-Book Dealer, the Times Square Talker, and the…	https://www.librarything.com/work/4784545	
Under Fire	https://www.librarything.com/work/7623813	
A Case of Curiosities (1992)	https://www.librarything.com/work/16258	
Frey	https://www.librarything.com/work/12198359	
How I Became a Famous Novelist	https://www.librarything.com/work/7944900	
The View from the Center of the Universe: Discovering Our Extraordinary… (2006)	https://www.librarything.com/work/795142	
74 Seaside Avenue (2007)	https://www.librarything.com/work/2410296	
Good Boss, Bad Boss: How to Be the Best... and Learn from the Worst	https://www.librarything.com/work/10174854	
Infinite Crisis	https://www.librarything.com/work/933788	
Rescue Ink: How Ten Guys Saved Countless Dogs and Cats, Twelve Horses,…	https://www.librarything.com/work/8677594	
Outside the Ordinary World	https://www.librarything.com/work/9880731	
Durable Goods (1993)	https://www.librarything.com/work/9492803	
Ghost in Trouble	https://www.librarything.com/work/10144367	
Let's Explore Diabetes with Owls	https://www.librarything.com/work/13176054	
Coming Home to Eat: The Pleasures and Politics of Local Foods	https://www.librarything.com/work/204529	
Cosmic (2008)	https://www.librarything.com/work/4763383	
Where Did They Hide My Presents?: Silly Dilly Christmas Songs	https://www.librarything.com/work/1832	
Death in a White Tie (1938)	https://www.librarything.com/work/83016	http://dbpedia.org/resource/Death_in_a_White_Tie
Excavating Jesus : Beneath the Stones, Behind the Texts (2001)	https://www.librarything.com/work/46943	
A Traveller in Time (1939)	https://www.librarything.com/work/90663	
Thank You, Amelia Bedelia (1964)	https://www.librarything.com/work/365582	
The Book of Bunny Suicides (2003)	https://www.librarything.com/work/18481	http://dbpedia.org/resource/The_Book_of_Bunny_Suicides
The Reluctant Tuscan (2005)	https://www.librarything.com/work/407453	
When Darkness Falls (2012)	https://www.librarything.com/work/1743568	
Summer's bloodiest days : the Battle of Gettysburg as told from all sides (2010)	https://www.librarything.com/work/10442068	
Thin Air (1995)	https://www.librarything.com/work/74087	http://dbpedia.org/resource/Into_Thin_Air
The Kaiser Affair	https://www.librarything.com/work/13603018	
Shifting Plains	https://www.librarything.com/work/8478447	
Kitty Rocks the House	https://www.librarything.com/work/12922768	
I Will Never Not Ever Eat a Tomato (2000)	https://www.librarything.com/work/73101	
Outpost	https://www.librarything.com/work/11324987	
